X,Y,Z
715750.0,3928250.0,310.0
716250.0,3928250.0,350.0
716750.0,3928250.0,390.0
717250.0,3928250.0,430.0
717750.0,3928250.0,450.0
718250.0,3928250.0,470.0
718750.0,3928250.0,480.0
719250.0,3928250.0,470.0
719750.0,3928250.0,460.0
720250.0,3928250.0,450.0
720750.0,3928250.0,440.0
721250.0,3928250.0,430.0
721750.0,3928250.0,420.0
722250.0,3928250.0,420.0
722750.0,3928250.0,410.0
723250.0,3928250.0,400.0
723750.0,3928250.0,400.0
724250.0,3928250.0,390.0
724750.0,3928250.0,390.0
725250.0,3928250.0,390.0
725750.0,3928250.0,390.0
726250.0,3928250.0,380.0
726750.0,3928250.0,380.0
727250.0,3928250.0,380.0
727750.0,3928250.0,390.0
728250.0,3928250.0,410.0
728750.0,3928250.0,440.0
729250.0,3928250.0,470.0
729750.0,3928250.0,500.0
730250.0,3928250.0,500.0
730750.0,3928250.0,500.0
731250.0,3928250.0,500.0
731750.0,3928250.0,500.0
732250.0,3928250.0,520.0
732750.0,3928250.0,540.0
733250.0,3928250.0,550.0
733750.0,3928250.0,540.0
734250.0,3928250.0,530.0
734750.0,3928250.0,510.0
735250.0,3928250.0,520.0
735750.0,3928250.0,540.0
736250.0,3928250.0,530.0
736750.0,3928250.0,510.0
737250.0,3928250.0,490.0
737750.0,3928250.0,480.0
738250.0,3928250.0,490.0
738750.0,3928250.0,510.0
739250.0,3928250.0,510.0
739750.0,3928250.0,520.0
740250.0,3928250.0,530.0
740750.0,3928250.0,510.0
741250.0,3928250.0,490.0
741750.0,3928250.0,470.0
742250.0,3928250.0,440.0
742750.0,3928250.0,430.0
743250.0,3928250.0,450.0
743750.0,3928250.0,450.0
744250.0,3928250.0,440.0
744750.0,3928250.0,440.0
745250.0,3928250.0,450.0
745750.0,3928250.0,460.0
746250.0,3928250.0,480.0
746750.0,3928250.0,480.0
747250.0,3928250.0,490.0
747750.0,3928250.0,500.0
748250.0,3928250.0,500.0
748750.0,3928250.0,490.0
749250.0,3928250.0,490.0
749750.0,3928250.0,490.0
750250.0,3928250.0,490.0
750750.0,3928250.0,480.0
751250.0,3928250.0,460.0
751750.0,3928250.0,460.0
752250.0,3928250.0,490.0
752750.0,3928250.0,520.0
753250.0,3928250.0,560.0
753750.0,3928250.0,560.0
754250.0,3928250.0,540.0
754750.0,3928250.0,510.0
755250.0,3928250.0,470.0
755750.0,3928250.0,450.0
714250.0,3928750.0,270.0
714750.0,3928750.0,270.0
715250.0,3928750.0,300.0
715750.0,3928750.0,340.0
716250.0,3928750.0,380.0
716750.0,3928750.0,390.0
717250.0,3928750.0,420.0
717750.0,3928750.0,440.0
718250.0,3928750.0,460.0
718750.0,3928750.0,460.0
719250.0,3928750.0,460.0
719750.0,3928750.0,450.0
720250.0,3928750.0,430.0
720750.0,3928750.0,420.0
721250.0,3928750.0,420.0
721750.0,3928750.0,410.0
722250.0,3928750.0,410.0
722750.0,3928750.0,410.0
723250.0,3928750.0,400.0
723750.0,3928750.0,390.0
724250.0,3928750.0,380.0
724750.0,3928750.0,380.0
725250.0,3928750.0,390.0
725750.0,3928750.0,380.0
726250.0,3928750.0,370.0
726750.0,3928750.0,370.0
727250.0,3928750.0,380.0
727750.0,3928750.0,390.0
728250.0,3928750.0,420.0
728750.0,3928750.0,440.0
729250.0,3928750.0,470.0
729750.0,3928750.0,480.0
730250.0,3928750.0,480.0
730750.0,3928750.0,480.0
731250.0,3928750.0,490.0
731750.0,3928750.0,510.0
732250.0,3928750.0,530.0
732750.0,3928750.0,550.0
733250.0,3928750.0,550.0
733750.0,3928750.0,550.0
734250.0,3928750.0,520.0
734750.0,3928750.0,500.0
735250.0,3928750.0,510.0
735750.0,3928750.0,510.0
736250.0,3928750.0,510.0
736750.0,3928750.0,500.0
737250.0,3928750.0,480.0
737750.0,3928750.0,470.0
738250.0,3928750.0,480.0
738750.0,3928750.0,500.0
739250.0,3928750.0,510.0
739750.0,3928750.0,530.0
740250.0,3928750.0,530.0
740750.0,3928750.0,520.0
741250.0,3928750.0,500.0
741750.0,3928750.0,480.0
742250.0,3928750.0,450.0
742750.0,3928750.0,430.0
743250.0,3928750.0,430.0
743750.0,3928750.0,430.0
744250.0,3928750.0,430.0
744750.0,3928750.0,440.0
745250.0,3928750.0,450.0
745750.0,3928750.0,470.0
746250.0,3928750.0,480.0
746750.0,3928750.0,490.0
747250.0,3928750.0,500.0
747750.0,3928750.0,500.0
748250.0,3928750.0,500.0
748750.0,3928750.0,490.0
749250.0,3928750.0,490.0
749750.0,3928750.0,490.0
750250.0,3928750.0,490.0
750750.0,3928750.0,470.0
751250.0,3928750.0,450.0
751750.0,3928750.0,460.0
752250.0,3928750.0,490.0
752750.0,3928750.0,520.0
753250.0,3928750.0,550.0
753750.0,3928750.0,550.0
754250.0,3928750.0,530.0
754750.0,3928750.0,490.0
755250.0,3928750.0,470.0
755750.0,3928750.0,440.0
714250.0,3929250.0,270.0
714750.0,3929250.0,290.0
715250.0,3929250.0,320.0
715750.0,3929250.0,380.0
716250.0,3929250.0,400.0
716750.0,3929250.0,410.0
717250.0,3929250.0,420.0
717750.0,3929250.0,440.0
718250.0,3929250.0,450.0
718750.0,3929250.0,460.0
719250.0,3929250.0,460.0
719750.0,3929250.0,440.0
720250.0,3929250.0,430.0
720750.0,3929250.0,420.0
721250.0,3929250.0,410.0
721750.0,3929250.0,400.0
722250.0,3929250.0,400.0
722750.0,3929250.0,400.0
723250.0,3929250.0,390.0
723750.0,3929250.0,380.0
724250.0,3929250.0,380.0
724750.0,3929250.0,380.0
725250.0,3929250.0,380.0
725750.0,3929250.0,380.0
726250.0,3929250.0,370.0
726750.0,3929250.0,370.0
727250.0,3929250.0,380.0
727750.0,3929250.0,400.0
728250.0,3929250.0,420.0
728750.0,3929250.0,450.0
729250.0,3929250.0,470.0
729750.0,3929250.0,470.0
730250.0,3929250.0,470.0
730750.0,3929250.0,480.0
731250.0,3929250.0,500.0
731750.0,3929250.0,520.0
732250.0,3929250.0,550.0
732750.0,3929250.0,560.0
733250.0,3929250.0,540.0
733750.0,3929250.0,520.0
734250.0,3929250.0,490.0
734750.0,3929250.0,480.0
735250.0,3929250.0,490.0
735750.0,3929250.0,500.0
736250.0,3929250.0,500.0
736750.0,3929250.0,490.0
737250.0,3929250.0,470.0
737750.0,3929250.0,480.0
738250.0,3929250.0,500.0
738750.0,3929250.0,520.0
739250.0,3929250.0,520.0
739750.0,3929250.0,520.0
740250.0,3929250.0,520.0
740750.0,3929250.0,510.0
741250.0,3929250.0,490.0
741750.0,3929250.0,480.0
742250.0,3929250.0,450.0
742750.0,3929250.0,430.0
743250.0,3929250.0,430.0
743750.0,3929250.0,430.0
744250.0,3929250.0,430.0
744750.0,3929250.0,440.0
745250.0,3929250.0,460.0
745750.0,3929250.0,480.0
746250.0,3929250.0,490.0
746750.0,3929250.0,500.0
747250.0,3929250.0,500.0
747750.0,3929250.0,490.0
748250.0,3929250.0,490.0
748750.0,3929250.0,480.0
749250.0,3929250.0,480.0
749750.0,3929250.0,480.0
750250.0,3929250.0,480.0
750750.0,3929250.0,470.0
751250.0,3929250.0,450.0
751750.0,3929250.0,450.0
752250.0,3929250.0,480.0
752750.0,3929250.0,510.0
753250.0,3929250.0,540.0
753750.0,3929250.0,540.0
754250.0,3929250.0,510.0
754750.0,3929250.0,480.0
755250.0,3929250.0,450.0
755750.0,3929250.0,440.0
714250.0,3929750.0,280.0
714750.0,3929750.0,300.0
715250.0,3929750.0,340.0
715750.0,3929750.0,400.0
716250.0,3929750.0,420.0
716750.0,3929750.0,420.0
717250.0,3929750.0,420.0
717750.0,3929750.0,450.0
718250.0,3929750.0,460.0
718750.0,3929750.0,470.0
719250.0,3929750.0,460.0
719750.0,3929750.0,450.0
720250.0,3929750.0,440.0
720750.0,3929750.0,420.0
721250.0,3929750.0,410.0
721750.0,3929750.0,400.0
722250.0,3929750.0,390.0
722750.0,3929750.0,390.0
723250.0,3929750.0,380.0
723750.0,3929750.0,380.0
724250.0,3929750.0,370.0
724750.0,3929750.0,380.0
725250.0,3929750.0,380.0
725750.0,3929750.0,370.0
726250.0,3929750.0,370.0
726750.0,3929750.0,370.0
727250.0,3929750.0,380.0
727750.0,3929750.0,410.0
728250.0,3929750.0,430.0
728750.0,3929750.0,440.0
729250.0,3929750.0,450.0
729750.0,3929750.0,460.0
730250.0,3929750.0,470.0
730750.0,3929750.0,490.0
731250.0,3929750.0,510.0
731750.0,3929750.0,530.0
732250.0,3929750.0,540.0
732750.0,3929750.0,530.0
733250.0,3929750.0,520.0
733750.0,3929750.0,500.0
734250.0,3929750.0,480.0
734750.0,3929750.0,480.0
735250.0,3929750.0,490.0
735750.0,3929750.0,500.0
736250.0,3929750.0,490.0
736750.0,3929750.0,470.0
737250.0,3929750.0,470.0
737750.0,3929750.0,490.0
738250.0,3929750.0,510.0
738750.0,3929750.0,510.0
739250.0,3929750.0,510.0
739750.0,3929750.0,510.0
740250.0,3929750.0,500.0
740750.0,3929750.0,490.0
741250.0,3929750.0,470.0
741750.0,3929750.0,460.0
742250.0,3929750.0,440.0
742750.0,3929750.0,420.0
743250.0,3929750.0,420.0
743750.0,3929750.0,430.0
744250.0,3929750.0,440.0
744750.0,3929750.0,450.0
745250.0,3929750.0,470.0
745750.0,3929750.0,490.0
746250.0,3929750.0,510.0
746750.0,3929750.0,510.0
747250.0,3929750.0,500.0
747750.0,3929750.0,490.0
748250.0,3929750.0,480.0
748750.0,3929750.0,480.0
749250.0,3929750.0,470.0
749750.0,3929750.0,470.0
750250.0,3929750.0,470.0
750750.0,3929750.0,460.0
751250.0,3929750.0,450.0
751750.0,3929750.0,440.0
752250.0,3929750.0,460.0
752750.0,3929750.0,490.0
753250.0,3929750.0,510.0
753750.0,3929750.0,520.0
754250.0,3929750.0,500.0
754750.0,3929750.0,460.0
755250.0,3929750.0,440.0
755750.0,3929750.0,440.0
714250.0,3930250.0,290.0
714750.0,3930250.0,330.0
715250.0,3930250.0,360.0
715750.0,3930250.0,410.0
716250.0,3930250.0,430.0
716750.0,3930250.0,430.0
717250.0,3930250.0,430.0
717750.0,3930250.0,460.0
718250.0,3930250.0,480.0
718750.0,3930250.0,480.0
719250.0,3930250.0,480.0
719750.0,3930250.0,470.0
720250.0,3930250.0,450.0
720750.0,3930250.0,440.0
721250.0,3930250.0,420.0
721750.0,3930250.0,400.0
722250.0,3930250.0,390.0
722750.0,3930250.0,380.0
723250.0,3930250.0,370.0
723750.0,3930250.0,370.0
724250.0,3930250.0,370.0
724750.0,3930250.0,370.0
725250.0,3930250.0,380.0
725750.0,3930250.0,370.0
726250.0,3930250.0,360.0
726750.0,3930250.0,370.0
727250.0,3930250.0,390.0
727750.0,3930250.0,410.0
728250.0,3930250.0,430.0
728750.0,3930250.0,430.0
729250.0,3930250.0,440.0
729750.0,3930250.0,450.0
730250.0,3930250.0,470.0
730750.0,3930250.0,490.0
731250.0,3930250.0,500.0
731750.0,3930250.0,510.0
732250.0,3930250.0,510.0
732750.0,3930250.0,510.0
733250.0,3930250.0,500.0
733750.0,3930250.0,490.0
734250.0,3930250.0,480.0
734750.0,3930250.0,490.0
735250.0,3930250.0,510.0
735750.0,3930250.0,510.0
736250.0,3930250.0,490.0
736750.0,3930250.0,460.0
737250.0,3930250.0,470.0
737750.0,3930250.0,490.0
738250.0,3930250.0,500.0
738750.0,3930250.0,500.0
739250.0,3930250.0,490.0
739750.0,3930250.0,490.0
740250.0,3930250.0,490.0
740750.0,3930250.0,480.0
741250.0,3930250.0,460.0
741750.0,3930250.0,440.0
742250.0,3930250.0,420.0
742750.0,3930250.0,420.0
743250.0,3930250.0,420.0
743750.0,3930250.0,430.0
744250.0,3930250.0,450.0
744750.0,3930250.0,470.0
745250.0,3930250.0,480.0
745750.0,3930250.0,500.0
746250.0,3930250.0,520.0
746750.0,3930250.0,520.0
747250.0,3930250.0,510.0
747750.0,3930250.0,490.0
748250.0,3930250.0,480.0
748750.0,3930250.0,470.0
749250.0,3930250.0,470.0
749750.0,3930250.0,460.0
750250.0,3930250.0,460.0
750750.0,3930250.0,450.0
751250.0,3930250.0,440.0
751750.0,3930250.0,440.0
752250.0,3930250.0,440.0
752750.0,3930250.0,450.0
753250.0,3930250.0,470.0
753750.0,3930250.0,480.0
754250.0,3930250.0,460.0
754750.0,3930250.0,440.0
755250.0,3930250.0,430.0
755750.0,3930250.0,460.0
714250.0,3930750.0,290.0
714750.0,3930750.0,330.0
715250.0,3930750.0,370.0
715750.0,3930750.0,410.0
716250.0,3930750.0,440.0
716750.0,3930750.0,430.0
717250.0,3930750.0,440.0
717750.0,3930750.0,460.0
718250.0,3930750.0,480.0
718750.0,3930750.0,490.0
719250.0,3930750.0,490.0
719750.0,3930750.0,480.0
720250.0,3930750.0,470.0
720750.0,3930750.0,460.0
721250.0,3930750.0,440.0
721750.0,3930750.0,420.0
722250.0,3930750.0,400.0
722750.0,3930750.0,390.0
723250.0,3930750.0,370.0
723750.0,3930750.0,360.0
724250.0,3930750.0,360.0
724750.0,3930750.0,370.0
725250.0,3930750.0,370.0
725750.0,3930750.0,360.0
726250.0,3930750.0,360.0
726750.0,3930750.0,370.0
727250.0,3930750.0,390.0
727750.0,3930750.0,400.0
728250.0,3930750.0,410.0
728750.0,3930750.0,420.0
729250.0,3930750.0,430.0
729750.0,3930750.0,440.0
730250.0,3930750.0,460.0
730750.0,3930750.0,470.0
731250.0,3930750.0,480.0
731750.0,3930750.0,500.0
732250.0,3930750.0,500.0
732750.0,3930750.0,500.0
733250.0,3930750.0,500.0
733750.0,3930750.0,490.0
734250.0,3930750.0,480.0
734750.0,3930750.0,490.0
735250.0,3930750.0,500.0
735750.0,3930750.0,500.0
736250.0,3930750.0,480.0
736750.0,3930750.0,460.0
737250.0,3930750.0,460.0
737750.0,3930750.0,480.0
738250.0,3930750.0,480.0
738750.0,3930750.0,480.0
739250.0,3930750.0,480.0
739750.0,3930750.0,480.0
740250.0,3930750.0,480.0
740750.0,3930750.0,470.0
741250.0,3930750.0,450.0
741750.0,3930750.0,430.0
742250.0,3930750.0,410.0
742750.0,3930750.0,420.0
743250.0,3930750.0,430.0
743750.0,3930750.0,440.0
744250.0,3930750.0,460.0
744750.0,3930750.0,470.0
745250.0,3930750.0,490.0
745750.0,3930750.0,510.0
746250.0,3930750.0,520.0
746750.0,3930750.0,520.0
747250.0,3930750.0,510.0
747750.0,3930750.0,500.0
748250.0,3930750.0,480.0
748750.0,3930750.0,470.0
749250.0,3930750.0,460.0
749750.0,3930750.0,460.0
750250.0,3930750.0,460.0
750750.0,3930750.0,450.0
751250.0,3930750.0,440.0
751750.0,3930750.0,440.0
752250.0,3930750.0,430.0
752750.0,3930750.0,440.0
753250.0,3930750.0,450.0
753750.0,3930750.0,450.0
754250.0,3930750.0,440.0
754750.0,3930750.0,430.0
755250.0,3930750.0,450.0
755750.0,3930750.0,480.0
714250.0,3931250.0,300.0
714750.0,3931250.0,340.0
715250.0,3931250.0,380.0
715750.0,3931250.0,420.0
716250.0,3931250.0,440.0
716750.0,3931250.0,440.0
717250.0,3931250.0,440.0
717750.0,3931250.0,450.0
718250.0,3931250.0,470.0
718750.0,3931250.0,480.0
719250.0,3931250.0,480.0
719750.0,3931250.0,480.0
720250.0,3931250.0,470.0
720750.0,3931250.0,460.0
721250.0,3931250.0,450.0
721750.0,3931250.0,430.0
722250.0,3931250.0,410.0
722750.0,3931250.0,400.0
723250.0,3931250.0,370.0
723750.0,3931250.0,360.0
724250.0,3931250.0,360.0
724750.0,3931250.0,360.0
725250.0,3931250.0,360.0
725750.0,3931250.0,360.0
726250.0,3931250.0,360.0
726750.0,3931250.0,370.0
727250.0,3931250.0,380.0
727750.0,3931250.0,400.0
728250.0,3931250.0,400.0
728750.0,3931250.0,410.0
729250.0,3931250.0,420.0
729750.0,3931250.0,430.0
730250.0,3931250.0,440.0
730750.0,3931250.0,460.0
731250.0,3931250.0,470.0
731750.0,3931250.0,490.0
732250.0,3931250.0,490.0
732750.0,3931250.0,490.0
733250.0,3931250.0,490.0
733750.0,3931250.0,480.0
734250.0,3931250.0,470.0
734750.0,3931250.0,470.0
735250.0,3931250.0,480.0
735750.0,3931250.0,480.0
736250.0,3931250.0,460.0
736750.0,3931250.0,450.0
737250.0,3931250.0,460.0
737750.0,3931250.0,470.0
738250.0,3931250.0,470.0
738750.0,3931250.0,460.0
739250.0,3931250.0,460.0
739750.0,3931250.0,470.0
740250.0,3931250.0,480.0
740750.0,3931250.0,470.0
741250.0,3931250.0,450.0
741750.0,3931250.0,420.0
742250.0,3931250.0,410.0
742750.0,3931250.0,420.0
743250.0,3931250.0,430.0
743750.0,3931250.0,450.0
744250.0,3931250.0,470.0
744750.0,3931250.0,480.0
745250.0,3931250.0,500.0
745750.0,3931250.0,510.0
746250.0,3931250.0,510.0
746750.0,3931250.0,510.0
747250.0,3931250.0,510.0
747750.0,3931250.0,490.0
748250.0,3931250.0,480.0
748750.0,3931250.0,460.0
749250.0,3931250.0,450.0
749750.0,3931250.0,450.0
750250.0,3931250.0,450.0
750750.0,3931250.0,450.0
751250.0,3931250.0,450.0
751750.0,3931250.0,440.0
752250.0,3931250.0,440.0
752750.0,3931250.0,430.0
753250.0,3931250.0,430.0
753750.0,3931250.0,430.0
754250.0,3931250.0,420.0
754750.0,3931250.0,430.0
755250.0,3931250.0,460.0
755750.0,3931250.0,500.0
714250.0,3931750.0,320.0
714750.0,3931750.0,350.0
715250.0,3931750.0,390.0
715750.0,3931750.0,430.0
716250.0,3931750.0,440.0
716750.0,3931750.0,440.0
717250.0,3931750.0,430.0
717750.0,3931750.0,430.0
718250.0,3931750.0,430.0
718750.0,3931750.0,450.0
719250.0,3931750.0,450.0
719750.0,3931750.0,460.0
720250.0,3931750.0,460.0
720750.0,3931750.0,450.0
721250.0,3931750.0,440.0
721750.0,3931750.0,420.0
722250.0,3931750.0,420.0
722750.0,3931750.0,400.0
723250.0,3931750.0,380.0
723750.0,3931750.0,360.0
724250.0,3931750.0,360.0
724750.0,3931750.0,360.0
725250.0,3931750.0,350.0
725750.0,3931750.0,350.0
726250.0,3931750.0,360.0
726750.0,3931750.0,370.0
727250.0,3931750.0,380.0
727750.0,3931750.0,390.0
728250.0,3931750.0,390.0
728750.0,3931750.0,400.0
729250.0,3931750.0,400.0
729750.0,3931750.0,410.0
730250.0,3931750.0,430.0
730750.0,3931750.0,440.0
731250.0,3931750.0,460.0
731750.0,3931750.0,470.0
732250.0,3931750.0,480.0
732750.0,3931750.0,480.0
733250.0,3931750.0,470.0
733750.0,3931750.0,470.0
734250.0,3931750.0,470.0
734750.0,3931750.0,460.0
735250.0,3931750.0,460.0
735750.0,3931750.0,450.0
736250.0,3931750.0,440.0
736750.0,3931750.0,450.0
737250.0,3931750.0,450.0
737750.0,3931750.0,460.0
738250.0,3931750.0,450.0
738750.0,3931750.0,450.0
739250.0,3931750.0,460.0
739750.0,3931750.0,470.0
740250.0,3931750.0,470.0
740750.0,3931750.0,470.0
741250.0,3931750.0,450.0
741750.0,3931750.0,420.0
742250.0,3931750.0,410.0
742750.0,3931750.0,420.0
743250.0,3931750.0,440.0
743750.0,3931750.0,460.0
744250.0,3931750.0,470.0
744750.0,3931750.0,490.0
745250.0,3931750.0,500.0
745750.0,3931750.0,510.0
746250.0,3931750.0,510.0
746750.0,3931750.0,510.0
747250.0,3931750.0,500.0
747750.0,3931750.0,490.0
748250.0,3931750.0,480.0
748750.0,3931750.0,470.0
749250.0,3931750.0,450.0
749750.0,3931750.0,440.0
750250.0,3931750.0,450.0
750750.0,3931750.0,460.0
751250.0,3931750.0,460.0
751750.0,3931750.0,460.0
752250.0,3931750.0,450.0
752750.0,3931750.0,440.0
753250.0,3931750.0,430.0
753750.0,3931750.0,420.0
754250.0,3931750.0,420.0
754750.0,3931750.0,440.0
755250.0,3931750.0,480.0
755750.0,3931750.0,500.0
714250.0,3932250.0,320.0
714750.0,3932250.0,360.0
715250.0,3932250.0,390.0
715750.0,3932250.0,430.0
716250.0,3932250.0,440.0
716750.0,3932250.0,450.0
717250.0,3932250.0,430.0
717750.0,3932250.0,420.0
718250.0,3932250.0,420.0
718750.0,3932250.0,420.0
719250.0,3932250.0,430.0
719750.0,3932250.0,430.0
720250.0,3932250.0,440.0
720750.0,3932250.0,440.0
721250.0,3932250.0,430.0
721750.0,3932250.0,420.0
722250.0,3932250.0,410.0
722750.0,3932250.0,400.0
723250.0,3932250.0,380.0
723750.0,3932250.0,360.0
724250.0,3932250.0,350.0
724750.0,3932250.0,350.0
725250.0,3932250.0,350.0
725750.0,3932250.0,350.0
726250.0,3932250.0,360.0
726750.0,3932250.0,370.0
727250.0,3932250.0,370.0
727750.0,3932250.0,380.0
728250.0,3932250.0,380.0
728750.0,3932250.0,390.0
729250.0,3932250.0,400.0
729750.0,3932250.0,400.0
730250.0,3932250.0,410.0
730750.0,3932250.0,430.0
731250.0,3932250.0,440.0
731750.0,3932250.0,450.0
732250.0,3932250.0,460.0
732750.0,3932250.0,460.0
733250.0,3932250.0,450.0
733750.0,3932250.0,460.0
734250.0,3932250.0,460.0
734750.0,3932250.0,460.0
735250.0,3932250.0,440.0
735750.0,3932250.0,430.0
736250.0,3932250.0,430.0
736750.0,3932250.0,450.0
737250.0,3932250.0,450.0
737750.0,3932250.0,450.0
738250.0,3932250.0,440.0
738750.0,3932250.0,450.0
739250.0,3932250.0,460.0
739750.0,3932250.0,470.0
740250.0,3932250.0,480.0
740750.0,3932250.0,480.0
741250.0,3932250.0,460.0
741750.0,3932250.0,420.0
742250.0,3932250.0,410.0
742750.0,3932250.0,410.0
743250.0,3932250.0,430.0
743750.0,3932250.0,450.0
744250.0,3932250.0,470.0
744750.0,3932250.0,490.0
745250.0,3932250.0,500.0
745750.0,3932250.0,510.0
746250.0,3932250.0,510.0
746750.0,3932250.0,500.0
747250.0,3932250.0,500.0
747750.0,3932250.0,490.0
748250.0,3932250.0,480.0
748750.0,3932250.0,470.0
749250.0,3932250.0,450.0
749750.0,3932250.0,440.0
750250.0,3932250.0,440.0
750750.0,3932250.0,450.0
751250.0,3932250.0,460.0
751750.0,3932250.0,460.0
752250.0,3932250.0,460.0
752750.0,3932250.0,440.0
753250.0,3932250.0,420.0
753750.0,3932250.0,420.0
754250.0,3932250.0,420.0
754750.0,3932250.0,440.0
755250.0,3932250.0,470.0
755750.0,3932250.0,490.0
714250.0,3932750.0,330.0
714750.0,3932750.0,370.0
715250.0,3932750.0,410.0
715750.0,3932750.0,430.0
716250.0,3932750.0,440.0
716750.0,3932750.0,450.0
717250.0,3932750.0,440.0
717750.0,3932750.0,420.0
